@relation data

@attribute id string
@attribute 11258 numeric
@attribute 7846 numeric
@attribute 5577 numeric
@attribute 8636 numeric
@attribute 11190 numeric
@attribute 85378 numeric
@attribute 984 numeric
@attribute 983 numeric
@attribute 10540 numeric
@attribute 10382 numeric
@attribute 79959 numeric
@attribute 10383 numeric
@attribute 4926 numeric
@attribute 80184 numeric
@attribute 9793 numeric
@attribute 55125 numeric
@attribute 5116 numeric
@attribute 95681 numeric
@attribute 84131 numeric
@attribute 7283 numeric
@attribute 55755 numeric
@attribute 22981 numeric
@attribute 27175 numeric
@attribute 9738 numeric
@attribute 9814 numeric
@attribute 9702 numeric
@attribute 80321 numeric
@attribute 121441 numeric
@attribute 27229 numeric
@attribute 4751 numeric
@attribute 54820 numeric
@attribute 7840 numeric
@attribute 10142 numeric
@attribute 5108 numeric
@attribute 1453 numeric
@attribute 1454 numeric
@attribute 5048 numeric
@attribute 22919 numeric
@attribute 22994 numeric
@attribute 22995 numeric
@attribute 10426 numeric
@attribute 55722 numeric
@attribute 8655 numeric
@attribute 114791 numeric
@attribute 55835 numeric
@attribute 3320 numeric
@attribute 1069 numeric
@attribute 5518 numeric
@attribute 7277 numeric
@attribute 5347 numeric
@attribute 10806 numeric
@attribute 8481 numeric
@attribute 10733 numeric
@attribute 22897 numeric
@attribute 10844 numeric
@attribute 11064 numeric
@attribute 5566 numeric
@attribute 11116 numeric
@attribute 80254 numeric
@attribute 1778 numeric
@attribute 1639 numeric
@attribute 1781 numeric
@attribute 9662 numeric
@attribute 203068 numeric
@attribute 7532 numeric
@attribute 891 numeric
@attribute 4957 numeric
@attribute 10121 numeric
@attribute 7531 numeric
@attribute 23332 numeric
@attribute 55142 numeric
@attribute Class {Control,BRCACancer}

@data
C11,0.7862,0.762,1.3827,0.6839,0.2242,0.8107,0.8703,0.1263,0.9535,0.1557,0.2687,1.7973,1.1428,0.3978,1.0141,0.999,0.5915,0.2138,1.4505,0.4053,0.7613,0.125,0.2854,0.4886,0.7296,0.8383,0.2817,0.9744,0.7569,-0.0605,0.8247,0.3827,0.7356,1.2674,1.4735,0.4297,0.9826,0.9711,0.228,0.4422,0.9291,0.2257,0.1537,0.5883,0.2595,0.5618,0.7476,1.3651,1.5781,0.2214,0.1564,0.872,0.1388,0.3839,0.9921,1.1325,1.0519,0.3152,0.426,1.5684,0.6923,0.1955,0.4833,0.5721,0.4668,0.2748,0.6471,1.466,0.8553,0.7697,0.9532,Control
C12,0.356,0.4304,1.6527,0.3959,-0.0096,0.5242,0.417,0.0703,0.5319,0.2234,0.082,1.8438,0.7468,0.0629,0.482,0.472,0.3232,0.0839,0.4259,0.1164,0.3324,0.0649,0.1543,0.2261,0.449,0.4571,0.1378,0.5459,0.334,0.0877,0.4418,0.1846,0.4319,0.8539,0.9683,0.2809,0.574,0.8414,0.186,0.1228,0.6187,0.1504,0.0254,0.1552,0.0156,0.4845,0.6341,1.0167,1.5329,0.1567,0.0693,0.3853,0.1365,0.087,0.5374,0.5504,0.663,0.0765,0.165,1.0586,0.4423,0.1895,0.2557,0.4257,0.4263,0.0617,0.331,0.8787,0.6001,0.5004,0.5246,BRCACancer
D01,0.6075,0.4293,0.6952,0.2867,0.2331,0.8592,1.1733,-0.2401,0.8209,0.0807,0.0507,0.7437,1.089,0.4448,0.7309,1.1243,0.6402,0.0369,0.7177,0.0745,0.8435,0.0702,0.2905,0.3429,0.9253,0.8075,0.2032,0.7613,0.4972,-0.1818,0.8218,0.532,1.0079,1.4864,1.5083,0.2687,1.1268,0.8283,0.203,0.4577,1.1492,0.3199,0.1418,0.6695,0.3099,0.5835,0.3725,0.9462,0.9598,-0.089,0.544,1.1099,0.0793,0.4903,1.0519,1.4576,0.7961,0.5218,0.5492,1.4855,0.6485,0.396,0.4317,0.4445,0.4742,0.0415,0.545,0.9757,0.7712,0.9985,0.4755,BRCACancer
D02,0.6545,0.5619,1.7102,0.5871,0.1155,0.6705,0.5948,0.1869,0.7838,0.215,0.2118,2.0198,1.0193,0.2498,0.7951,0.6891,0.4135,0.1971,0.8226,0.1247,0.5938,0.0493,0.1139,0.3821,0.5462,0.7562,0.1393,0.7337,0.5437,-0.0422,0.6349,0.3376,0.6766,1.1733,1.2157,0.3508,0.7765,1.053,0.2049,0.2914,0.8523,0.1808,0.2237,0.3497,0.0985,0.496,0.8136,1.2514,1.7405,0.1572,0.1201,0.6023,0.124,0.2694,0.8146,0.9371,0.8487,0.2948,0.3107,1.5271,0.6449,0.1113,0.4126,0.6388,0.3738,0.2119,0.5206,1.0761,0.6917,0.6915,0.6005,BRCACancer
D03,0.5767,0.772,1.6364,0.4608,0.0142,0.6707,0.5481,-0.0804,0.7469,0.0778,0.0953,1.9287,0.9137,0.1599,0.6285,0.6675,0.3857,0.1289,0.7986,0.1553,0.4415,0.0479,0.1248,0.1821,0.4475,0.4767,0.1443,0.6686,0.5806,0.1179,0.5335,0.2433,0.5409,1.041,1.1511,0.259,0.771,0.9367,0.1586,0.1814,0.721,0.1912,0.143,0.3085,0.0314,0.494,0.7414,1.1167,1.5949,0.127,0.1285,0.4682,0.0876,0.2347,0.7727,0.7154,0.7573,0.1838,0.2958,1.4576,0.6006,0.2022,0.2344,0.5823,0.5175,0.071,0.4825,1.1008,0.6324,0.691,0.5463,BRCACancer
D04,0.7114,0.7293,1.3927,0.5803,0.0498,0.6335,0.6255,0.1664,0.8048,0.1084,0.1752,1.6601,0.975,0.1767,0.7801,0.8874,0.4563,0.1972,0.7029,0.1622,0.4809,0.0426,0.0912,0.3358,0.502,0.6469,0.1365,0.7255,0.5894,0.1792,0.7336,0.2787,0.6494,1.0996,1.3078,0.3277,0.909,0.965,0.1865,0.2985,0.8713,0.1388,0.2263,0.4422,0.0225,0.4951,0.6492,1.1543,1.4761,0.0926,0.1842,0.612,0.1181,0.3382,0.8732,0.8775,0.9434,0.2592,0.3079,1.5654,0.6309,0.2203,0.3923,0.5677,0.5378,0.162,0.5349,1.273,0.6622,0.7372,0.6687,BRCACancer
D05,0.5699,0.7238,1.6713,0.547,0.0424,0.6205,0.5365,-0.1073,0.8039,0.1531,0.1841,1.927,0.9108,0.1406,0.752,0.6932,0.4191,0.206,0.9959,-7e-04,0.5095,0.028,0.1865,0.2468,0.4894,0.5398,0.2278,0.6976,0.6222,0.0577,0.6118,0.285,0.6445,1.088,1.3173,0.2612,0.8367,1.009,0.1864,0.3705,0.8575,0.2282,0.1666,0.3015,0.0765,0.5312,0.741,1.2106,1.5243,0.015,0.1876,0.4339,0.1726,0.2515,0.8087,0.7432,0.9488,0.2671,0.3743,1.3396,0.7149,0.1899,0.349,0.5828,0.5554,0.2927,0.4647,1.2363,0.6598,0.7853,0.6822,BRCACancer
D06,0.8149,0.7755,1.2308,0.6809,0.1971,0.7917,0.8467,-0.0514,0.9763,0.0923,0.2755,1.6774,1.156,0.3353,0.964,1.0105,0.5585,0.286,1.2638,0.2236,0.7152,0.05,0.3124,0.4396,0.7045,0.8732,0.2827,1.0285,0.7792,-0.0015,0.8055,0.3705,0.7804,1.3245,1.3713,0.3691,0.9483,1.0611,0.2376,0.3852,1.038,0.2445,0.2099,0.5632,0.2952,0.5044,0.7765,1.3565,1.5048,0.0927,0.2048,0.8098,0.2434,0.3991,1.0039,1.1308,0.9914,0.3738,0.4133,1.5507,0.787,0.2001,0.5692,0.5158,0.645,0.368,0.6989,1.4289,0.6557,0.8353,0.7809,BRCACancer
D07,0.7188,0.698,1.5299,0.6502,0.1453,0.772,0.7539,0.0742,0.891,0.1641,0.3041,1.7356,1.0969,0.3336,0.8946,0.9166,0.5647,0.1924,1.5326,0.2152,0.6205,0.0905,0.2511,0.3879,0.6584,0.7988,0.3007,0.9092,0.6134,-0.0404,0.6796,0.3364,0.7469,1.2317,1.3556,0.3515,0.8694,1.066,0.2611,0.3346,0.8825,0.2117,0.147,0.4007,0.1977,0.5494,0.7728,1.3626,1.6201,0.1823,0.1415,0.644,0.1868,0.335,0.9979,1.0316,0.831,0.3437,0.3461,1.5315,0.7238,0.1679,0.3664,0.811,0.4598,0.2847,0.5533,1.3618,0.713,0.7908,0.7423,Control
D08,0.5701,0.4587,1.4146,0.4473,-0.0098,0.6202,0.3867,-0.143,0.6493,0.1048,0.2747,1.43,0.821,0.11,0.5867,0.6599,0.3217,0.128,0.7785,0.1046,0.3977,0.0471,0.1625,0.1744,0.4488,0.5687,0.2107,0.6289,0.418,0.0543,0.5092,0.1991,0.4495,0.8278,1.0825,0.3333,0.6665,0.8741,0.1173,0.1511,0.5977,0.1862,0.1015,0.2401,0.0381,0.4973,0.6117,1.0661,1.3482,0.1189,0.0937,0.3808,0.1518,0.1527,0.6885,0.6898,0.7628,0.1522,0.2422,1.0197,0.5105,0.1079,0.2656,0.4927,0.3295,0.1555,0.294,1.016,0.5574,0.628,0.5696,Control
D09,0.6149,0.6328,1.3073,0.6055,0.132,0.6907,0.7894,-0.0529,0.8664,0.168,0.3078,1.6692,1.0097,0.2633,0.8427,0.7892,0.4178,0.2563,0.7785,0.1436,0.5388,0.0068,0.1751,0.4101,0.5806,0.7635,0.2803,0.8638,0.623,0.0808,0.6901,0.359,0.7461,1.2396,1.2053,0.3271,0.8086,1.0407,0.1814,0.2408,0.8934,0.2314,0.0857,0.4345,0.0946,0.4639,0.77,1.3143,1.4936,0.0436,0.1745,0.59,0.2257,0.2897,0.8423,0.9482,0.9809,0.2783,0.3321,1.4486,0.7205,0.1612,0.4387,0.5954,0.4453,0.2642,0.5088,1.277,0.6125,0.7379,0.7912,Control
D10,0.5383,0.4737,1.4039,0.7158,0.0953,0.497,0.5718,0.1657,0.8289,0.1255,0.3075,1.6552,0.8751,0.2486,0.8538,0.7988,0.3932,0.1259,0.9132,0.051,0.567,0.0378,0.0569,0.3423,0.4055,0.703,0.2002,0.836,0.6732,-0.1042,0.5914,0.3272,0.6052,1.1583,1.0553,0.3404,0.7504,1.0352,0.099,0.3821,0.8122,0.1477,0.0505,0.3914,0.1842,0.5155,0.8316,1.1866,1.281,0.0498,0.1483,0.5632,0.1492,0.2243,0.7794,0.8852,1.0133,0.1428,0.2376,1.4859,0.4778,0.0931,0.2744,0.513,0.3148,0.3921,0.4569,1.136,0.651,0.6004,0.6769,Control
D11,0.3402,0.2433,1.333,0.0675,-0.0186,0.3564,0.2909,-0.1596,0.4318,0.1169,0.0155,1.0858,0.4801,-0.0448,0.2073,0.3836,0.1823,-0.0427,0.2315,0.0364,0.2713,0.0982,0.037,0.0806,0.2316,0.4857,0.1553,0.3984,0.2292,-0.3168,0.2937,0.053,0.2226,0.6926,0.7818,0.0963,0.4996,0.7274,0.0364,-0.0506,0.3799,0.0638,0.1581,0.0786,0.0194,0.5993,0.4386,0.6804,1.0673,-0.0597,0.0179,0.3602,-0.1533,0.1296,0.4352,0.366,0.6044,-0.0324,0.0152,0.7746,0.3444,-0.0083,0.0496,0.1082,0.2032,-0.0537,0.2397,0.7181,0.3845,0.3659,0.3685,Control
D12,0.5991,0.4891,1.2228,0.624,0.0467,0.5621,0.4323,0.0576,0.5772,0.1281,0.3116,1.3686,0.849,0.1859,0.6495,0.6802,0.3675,0.1073,0.6205,0.1344,0.4859,0.0776,0.1586,0.2694,0.4289,0.7039,0.1685,0.6818,0.2767,-0.1647,0.5284,0.1785,0.4196,0.8432,1.1682,0.3115,0.7513,0.8059,0.1194,0.2073,0.6314,0.1131,0.0926,0.3046,0.1599,0.6117,0.4108,1.0972,1.1433,0.0832,0.0722,0.5303,0.0497,0.2366,0.7185,0.7482,0.9616,0.1061,0.194,1.2354,0.515,0.0723,0.2066,0.3926,0.3036,0.1868,0.4663,1.105,0.6456,0.4926,0.5962,Control
E01,0.496,0.669,0.5626,0.5881,0.0598,0.5894,0.558,-0.0349,0.6802,0.0087,0.1407,1.1422,0.8376,0.1819,0.5811,0.58,0.3,0.0877,0.7604,0.089,0.4029,0.0376,0.0858,0.1645,0.4114,0.5901,0.1436,0.6905,0.3992,-0.0972,0.4707,0.2143,0.5552,0.9425,1.0974,0.246,0.7168,0.954,0.1345,0.2373,0.6378,0.1119,0.0511,0.2914,-0.0269,0.648,0.3555,1.1686,0.9717,0.0574,0.11,0.451,0.0921,0.206,0.6723,0.6912,0.8248,0.1555,0.2222,1.1332,0.4316,0.122,0.2839,0.523,0.4251,0.3699,0.3231,1.0725,0.4823,0.5714,0.6311,BRCACancer
E02,0.6472,0.5769,1.5426,0.736,0.1821,0.6225,0.7695,0.1233,0.8543,0.2511,0.2812,1.696,1.0696,0.3333,0.845,0.9011,0.5052,0.4148,1.2131,0.0586,0.7091,-0.0148,0.1615,0.2915,0.6285,0.7865,0.3807,0.8802,0.8663,-0.1241,0.665,0.4998,0.9642,1.5648,1.2108,0.357,0.8757,1.1045,0.162,0.3419,0.9006,0.2412,0.14,0.5125,0.1084,0.5458,0.8479,1.3426,1.5934,0.0434,0.2284,0.6344,0.3012,0.2991,0.7767,1.0436,0.7424,0.4453,0.4306,1.5573,0.7438,0.2452,0.56,0.7256,0.4665,0.4462,0.5065,1.2566,0.7544,0.8737,0.8079,Control
E03,0.6777,0.8101,1.5026,0.8294,0.1869,0.7396,0.6477,0.1716,0.8887,0.1294,0.3394,1.9727,1.0994,0.316,0.7443,0.7793,0.4509,0.1777,1.0596,0.1024,0.6063,0.0297,0.2187,0.3256,0.5818,0.7965,0.1956,0.8565,0.6479,0.1186,0.6378,0.2899,0.6002,1.0811,1.3441,0.3989,0.8177,1.161,0.2009,0.3319,0.9096,0.1527,0.1774,0.4869,0.1629,0.6309,0.7675,1.4693,1.4624,0.1057,0.1484,0.5994,0.0525,0.269,0.8696,0.9956,1.0147,0.267,0.3046,1.5896,0.6484,0.1334,0.4191,0.703,0.3943,0.2985,0.5737,1.4071,0.6637,0.6548,0.8965,Control
E04,0.7365,0.5937,1.5779,0.8672,0.2546,0.9151,0.8817,0.0646,0.9956,0.164,0.3567,1.7742,1.1556,0.3372,0.8679,0.9002,0.5727,0.2543,1.0457,0.1008,0.6885,0.0719,0.3941,0.4251,0.8432,0.8373,0.3979,0.8967,0.8697,-0.0436,0.7712,0.436,0.8029,1.3776,1.4615,0.5233,0.9116,0.9742,0.2804,0.4154,0.8944,0.2571,0.0633,0.5729,0.3205,0.5792,0.8516,1.4607,1.7823,0.1174,0.2549,0.8271,0.2114,0.4013,1.0704,1.1947,1.0585,0.4521,0.4255,1.4392,0.7835,0.2356,0.5898,0.9302,0.5185,0.3999,0.6611,1.4496,0.7608,0.8739,0.726,Control
E05,0.5852,0.3439,1.4494,0.408,0.069,0.6045,0.7818,0.0028,0.7107,0.0694,0.2723,1.6095,0.9604,0.3519,0.8062,0.8476,0.4128,0.3544,1.1135,-0.0224,0.6664,0.0748,0.1793,0.232,0.5477,0.7313,0.4196,0.867,0.5485,0.0013,0.5671,0.4285,0.8533,1.5418,1.0199,0.2525,0.7925,0.8425,0.1364,0.3356,0.7551,0.2686,0.1446,0.4776,0.1625,0.4889,0.8716,1.086,1.535,-0.0893,0.271,0.798,0.2976,0.213,0.6679,0.9448,0.7313,0.3471,0.3103,1.4278,0.7053,0.2239,0.5747,0.5275,0.5723,0.5019,0.4178,1.0691,0.5666,0.8911,0.6228,Control
E06,0.4927,0.9352,0.9083,0.2558,-0.0062,0.4042,0.7474,-0.2304,0.5541,0.0651,-0.1061,0.9204,0.7824,0.0458,0.5245,0.62,0.284,0.1073,0.748,0.0972,0.382,0.0458,0.0432,0.0481,0.3266,0.511,0.2211,0.614,0.2706,0.0244,0.4348,0.2955,0.69,1.1426,1.0039,0.127,0.7451,0.6943,0.0184,0.1953,0.6855,0.2369,0.0487,0.2102,0.1152,0.5051,0.5162,0.9028,0.8972,-0.1355,0.2253,0.4402,0.1657,0.2407,0.6567,0.6666,0.7384,0.2065,0.315,1.1591,0.5935,0.166,0.2134,0.4383,0.3913,0.4777,0.3326,0.9723,0.4079,0.6971,0.4188,BRCACancer
E07,0.6484,0.7472,1.7852,0.6716,0.1402,0.7548,0.985,0.1135,0.8188,0.1276,0.2022,1.8483,1.0158,0.2129,0.7733,0.7104,0.5545,0.1951,0.8426,0.1057,0.6143,0.055,0.2895,0.3524,0.6213,0.6422,0.1768,0.7389,0.7173,-0.0886,0.7122,0.3146,0.6732,1.2238,1.3614,0.378,0.8571,1.0925,0.2281,0.3843,0.8807,0.2045,0.1732,0.3558,0.2119,0.5593,0.8583,1.2372,1.7151,0.14,0.1804,0.7363,0.0919,0.3012,0.8418,0.9661,0.9504,0.3346,0.3838,1.5671,0.7055,0.2071,0.5441,0.6896,0.5569,0.2468,0.6003,1.3248,0.7089,0.788,0.6713,BRCACancer
E08,0.727,0.9527,1.4657,0.7635,0.1502,0.7867,0.7481,0.1144,0.8822,0.1643,0.3069,1.8898,1.1382,0.3216,0.8738,0.9615,0.5229,0.2739,1.0975,0.1304,0.6931,0.0217,0.2363,0.3433,0.6811,0.7992,0.2789,0.9838,0.7357,0.0279,0.6804,0.4262,0.7656,1.3553,1.3939,0.3343,0.8547,1.0141,0.2256,0.4043,0.9607,0.2303,0.1468,0.5308,0.1422,0.5754,0.7248,1.4089,1.5522,0.2397,0.1853,0.6417,0.1704,0.3299,1.012,1.033,0.9442,0.3631,0.4101,1.5514,0.6968,0.1919,0.4052,0.7099,0.4244,0.4197,0.5848,1.3551,0.7071,0.7955,0.7942,Control
E09,0.6338,0.6961,1.6206,0.8584,0.1602,0.6972,0.455,0.0703,0.8956,0.2077,0.2171,2.0427,1.0081,0.2436,0.7828,0.8147,0.4566,0.2586,1.1313,0.1092,0.6496,0.0078,0.1306,0.2418,0.5442,0.7814,0.2447,0.8831,0.7291,0.1714,0.6671,0.3858,0.6525,1.1509,1.1893,0.4919,0.7987,1.0208,0.2141,0.2294,0.8666,0.1528,0.09,0.4339,0.0558,0.6621,0.8609,1.4759,1.6388,0.0695,0.1986,0.7067,0.1917,0.2655,0.9224,0.8607,1.018,0.2783,0.3064,1.4323,0.6152,0.2538,0.317,0.6653,0.4331,0.335,0.5181,1.2855,0.7469,0.6867,0.5818,BRCACancer
E10,0.7221,0.8058,1.2299,0.6466,0.1691,0.6814,0.8907,0.1712,0.9243,0.1194,0.3078,1.6376,1.1194,0.4398,1.0685,1.0428,0.5509,0.2806,1.3361,0.2747,0.7429,0.0406,0.0928,0.3868,0.6152,0.96,0.3612,1.0345,0.7993,0.0693,0.7739,0.5759,0.9729,1.5549,1.2963,0.3242,1.0397,1.0582,0.1694,0.4805,1.0342,0.2451,0.1215,0.5938,0.3204,0.527,0.7686,1.4029,1.3669,0.1068,0.2947,0.8163,0.4312,0.3734,0.8892,1.262,0.982,0.5089,0.4808,1.7005,0.7972,0.2616,0.5704,0.5526,0.6069,0.7086,0.539,1.4392,0.7293,0.9842,0.8832,BRCACancer
E11,0.5093,0.4237,1.711,0.5445,0.0327,0.4908,0.5997,-0.0318,0.7511,0.0712,0.1992,1.7634,0.9039,0.2104,0.7021,0.7334,0.3767,0.2114,0.9039,0.1426,0.5095,0.0459,0.1475,0.3327,0.5047,0.6398,0.2743,0.8388,0.585,-0.0897,0.5394,0.2559,0.5469,1.1166,1.104,0.2799,0.7869,1.0512,0.1485,0.2377,0.7374,0.1835,0.1816,0.2959,0.0772,0.4677,0.7492,1.2208,1.6274,-0.0658,0.1261,0.5378,0.1139,0.1534,0.6319,0.768,0.7659,0.2322,0.2194,1.1748,0.5711,0.1342,0.2543,0.5149,0.3712,0.2222,0.3953,1.1308,0.5958,0.6507,0.5942,Control
E12,0.5156,0.3113,1.1908,0.5302,0.0144,0.4285,0.4825,-0.0114,0.5409,0.1348,0.1248,1.2826,0.7286,0.0976,0.482,0.6606,0.1874,0.129,0.9967,0.1462,0.4288,0.0246,0.0888,0.1591,0.3054,0.5045,0.1255,0.571,0.3717,-0.0721,0.4291,0.2153,0.4584,0.9165,1.013,0.2569,0.6576,0.8541,0.0799,0.1569,0.5433,-0.0253,0.0734,0.2744,0.0613,0.5428,0.5324,1.0475,1.0732,-0.0322,0.0761,0.3675,0.0181,0.1676,0.5335,0.5355,0.7371,0.0908,0.1255,1.0499,0.4367,0.1265,0.2106,0.4376,0.2847,0.1891,0.374,1.0425,0.5698,0.5711,0.4257,BRCACancer
F01,0.768,1.183,0.977,0.5931,0.1907,0.8878,0.9782,0.2159,1.031,0.1886,0.4626,1.5697,1.2632,0.5677,1.0708,1.1279,0.6137,0.3345,1.0756,0.212,0.8404,0.0106,0.4155,0.5572,0.8781,1.0364,0.3533,1.0504,0.8441,0.0989,0.9159,0.4706,0.9286,1.4521,1.4494,0.4335,1.088,0.9772,0.2245,0.5923,1.0134,0.2921,0.2031,0.631,0.3133,0.6802,0.7992,1.4182,1.457,0.0421,0.2524,1.0083,0.2653,0.5152,1.0478,1.4307,0.9389,0.4479,0.4927,1.7583,0.8331,0.2561,0.6102,0.7308,0.5524,0.4597,0.6688,1.4191,0.8391,0.9068,0.8698,Control
F02,0.807,0.9437,1.1622,0.762,0.2498,0.901,0.9161,0.2057,0.9286,0.2277,0.4084,1.6916,1.2258,0.3959,1.0494,0.936,0.6146,0.4765,1.1842,0.35,0.7663,0.0354,0.3174,0.492,0.8278,0.8628,0.3548,0.9673,0.8141,0.0355,0.8127,0.4427,0.8882,1.5138,1.4626,0.4552,0.993,1.0144,0.2798,0.4673,0.9649,0.3351,0.1356,0.619,0.3218,0.5697,0.8501,1.4547,1.4643,0.1574,0.2604,0.9097,0.402,0.419,1.0867,1.2358,0.9514,0.4633,0.5117,1.6306,0.8691,0.2546,0.6152,0.8132,0.6756,0.6029,0.697,1.409,0.799,0.9164,0.9505,Control
F03,0.6808,0.8964,1.2601,0.4824,0.1662,0.659,0.5678,-0.0813,0.9525,0.1533,0.305,1.8738,0.9975,0.3025,0.9656,0.8256,0.4671,0.2597,1.1078,0.27,0.589,0.0046,0.1297,0.3952,0.5308,0.8097,0.3159,0.7862,0.7214,0.1965,0.7015,0.3575,0.7736,1.2118,1.2138,0.3584,0.8123,1.0013,0.1321,0.321,0.8872,0.2671,0.2362,0.3939,0.2073,0.6303,0.8041,1.3755,1.4826,-0.0165,0.159,0.5311,0.2615,0.2849,0.8058,0.9229,0.8232,0.4101,0.3231,1.5491,0.7832,0.1671,0.432,0.6543,0.5838,0.2347,0.603,1.3603,0.6381,0.7803,0.8612,Control
F04,0.7679,0.9013,1.0672,0.4602,0.1771,0.7399,0.8583,-0.1098,0.9552,0.1446,0.2431,1.4404,1.1276,0.4999,0.9633,1.0929,0.5623,0.1599,1.4713,0.13,0.8309,0.0079,0.2752,0.4637,0.7721,0.9677,0.2105,0.9969,0.7805,0.0659,0.7547,0.3666,0.812,1.3497,1.4724,0.259,1.1001,0.9923,0.1206,0.6221,1.0723,0.2152,0.1926,0.5335,0.2811,0.6346,0.6715,1.2654,1.2779,-0.127,0.2536,1.0315,0.1455,0.3993,1.0258,1.3525,0.8987,0.3751,0.4795,1.6149,0.618,0.2932,0.4552,0.4741,0.4878,0.1069,0.6282,1.4352,0.7619,0.8325,0.8197,Control
F05,0.6965,0.8628,1.5706,0.6424,0.1541,0.7206,0.7671,0.0052,0.8713,0.2242,0.2615,1.7517,1.0542,0.3914,0.9271,0.9557,0.4534,0.3701,1.086,0.1323,0.6605,0.0774,0.2994,0.3344,0.656,0.8923,0.3671,0.9466,0.8828,-0.082,0.703,0.3501,0.7631,1.3754,1.2165,0.3546,0.8673,0.9416,0.2252,0.3844,0.9349,0.3017,0.1499,0.4882,0.2557,0.6357,0.9371,1.3751,1.5613,0.1082,0.1992,0.773,0.2384,0.3046,0.9617,1.0926,0.9628,0.3646,0.4381,1.4125,0.6985,0.1478,0.4713,0.7432,0.467,0.3111,0.5926,1.4839,0.7522,0.8232,0.8974,Control
F06,0.4658,0.633,1.4847,0.4333,0.0255,0.3998,0.3447,0.2683,0.8167,0.1063,0.1106,1.943,0.8312,0.0948,0.8235,0.7173,0.3213,0.2846,0.7312,0.2013,0.4478,0.0219,-0.0231,0.2902,0.3176,0.5407,0.2938,0.6392,0.5778,0.2612,0.6133,0.2633,0.6466,1.0282,0.9384,0.2122,0.6617,0.9141,0.0588,0.336,0.7566,0.173,0.1074,0.2598,0.068,0.5795,0.9688,1.1486,1.5569,0.0663,0.1804,0.3835,0.3114,0.19,0.7205,0.7565,0.8466,0.1707,0.3152,1.3736,0.6106,0.1499,0.3421,0.4493,0.5645,0.5049,0.4006,1.2084,0.6856,0.6746,0.5872,Control
F07,0.5841,0.5695,1.3642,0.5638,0.254,0.7806,1.0963,0.0061,0.867,0.2784,0.2709,1.6414,1.233,0.4586,0.9848,0.972,0.6635,0.3492,0.9094,0.1063,0.783,-0.005,0.1654,0.3693,0.8184,0.867,0.378,0.8351,0.7214,-0.0975,0.7845,0.4628,1.0394,1.7247,1.2947,0.3849,0.9302,0.947,0.2343,0.364,0.9638,0.2466,0.1301,0.5534,0.1855,0.5723,0.7765,1.4048,1.5117,0.0674,0.3532,0.8841,0.2332,0.3765,0.9044,1.2886,0.8119,0.4416,0.515,1.7277,0.835,0.4937,0.5744,0.5338,0.6555,0.28,0.6391,1.2192,0.7351,1.0153,0.7003,Control
F09,0.8342,1.11,1.1595,0.8063,0.2213,0.8573,0.8645,0.0955,1.0299,0.2475,0.5035,1.8198,1.1973,0.5058,1.035,1.0016,0.6318,0.4777,1.0174,0.3747,0.7312,0.0414,0.4231,0.5518,0.7078,0.9428,0.4279,1.098,0.8552,0.0217,0.8314,0.5297,0.9498,1.5429,1.3911,0.4823,0.8893,1.0577,0.3782,0.538,1.1403,0.2626,0.2575,0.5715,0.3706,0.7816,0.9331,1.5039,1.6324,0.1228,0.274,0.7789,0.3258,0.4603,1.1501,1.2114,1.0729,0.4257,0.6612,1.6336,0.8907,0.2282,0.708,0.8757,0.6195,0.5884,0.7382,1.5671,0.7942,0.9109,1.1885,Control
F10,0.7856,0.9318,1.2989,0.7993,0.2033,0.8208,1.0128,0.091,1.0065,0.2495,0.3747,1.8716,1.1506,0.4289,1.0232,0.9949,0.5942,0.3756,1.1266,0.3021,0.7169,0.0534,0.3114,0.4613,0.689,0.8596,0.4032,0.9651,0.8446,-0.1333,0.7805,0.5211,1.0102,1.5805,1.3692,0.4209,0.8771,1.0984,0.2676,0.5687,1.0905,0.2818,0.2382,0.5159,0.36,0.5156,0.9219,1.4646,1.5078,0.2853,0.3366,0.7956,0.2637,0.3943,1.0646,1.1548,1.0212,0.475,0.5626,1.7172,0.8582,0.3497,0.6803,0.7416,0.6683,0.469,0.6769,1.4629,0.7432,0.9785,0.8399,Control
F11,0.7141,1.1026,1.3392,0.8053,0.0742,0.6571,0.5933,0.2687,0.9877,0.1753,0.3502,1.9804,1.0761,0.2725,0.9471,0.877,0.3815,0.2538,1.0771,0.3172,0.559,0.0283,0.2246,0.3708,0.4823,0.7653,0.1943,0.9241,0.7388,0.0589,0.7263,0.2626,0.6412,1.0373,1.3023,0.3832,0.7642,1.111,0.2536,0.3772,0.922,0.1561,0.1635,0.3864,0.1895,0.6184,0.8811,1.3665,1.5767,0.2163,0.1751,0.5965,0.1754,0.3091,0.8681,0.838,1.0153,0.2595,0.2866,1.3823,0.6675,0.1833,0.4073,0.6579,0.4942,0.3632,0.577,1.4243,0.6046,0.6873,0.8022,Control
