@relation data

@attribute id string
@attribute 1003 numeric
@attribute 103910 numeric
@attribute 10398 numeric
@attribute 10411 numeric
@attribute 10451 numeric
@attribute 10627 numeric
@attribute 10686 numeric
@attribute 11069 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1432 numeric
@attribute 149461 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 1535 numeric
@attribute 1536 numeric
@attribute 2185 numeric
@attribute 23533 numeric
@attribute 23562 numeric
@attribute 24146 numeric
@attribute 26285 numeric
@attribute 27035 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2909 numeric
@attribute 29119 numeric
@attribute 29895 numeric
@attribute 3383 numeric
@attribute 3676 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3702 numeric
@attribute 387 numeric
@attribute 394 numeric
@attribute 399 numeric
@attribute 4301 numeric
@attribute 4313 numeric
@attribute 4318 numeric
@attribute 4478 numeric
@attribute 4633 numeric
@attribute 4636 numeric
@attribute 4688 numeric
@attribute 4689 numeric
@attribute 4950 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50508 numeric
@attribute 50848 numeric
@attribute 51208 numeric
@attribute 5175 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 53842 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5747 numeric
@attribute 5781 numeric
@attribute 5829 numeric
@attribute 58494 numeric
@attribute 58498 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 60 numeric
@attribute 6093 numeric
@attribute 6300 numeric
@attribute 6387 numeric
@attribute 6494 numeric
@attribute 7070 numeric
@attribute 71 numeric
@attribute 7122 numeric
@attribute 7294 numeric
@attribute 7408 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7412 numeric
@attribute 7414 numeric
@attribute 7430 numeric
@attribute 7852 numeric
@attribute 81 numeric
@attribute 83593 numeric
@attribute 83700 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 90952 numeric
@attribute 93408 numeric
@attribute 9475 numeric
@attribute 9564 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__C08,-0.0523,0.286,0.7494,0.0468,0.502,1.3553,-0.0954,-0.0333,-0.1813,0.1225,-0.0852,-0.1357,1.0007,0.3389,0.2387,-0.086,1.7876,0.4966,1.2691,2.6935,0.867,1.3935,0.0658,0.2401,-0.2348,-0.0878,0.0196,0.7466,1.5046,0.5544,-0.1181,-0.1545,0.8705,2.1415,2.3206,1.5987,1.9168,2.3226,2.1927,0.4685,0.6058,1.0638,0.1673,-0.1562,0.1073,0.6101,-0.0551,-0.0078,2.4077,0.6319,-0.1841,-0.034,0.0256,-0.0907,1.0776,-0.0305,1.5167,1.2968,1.2657,1.1848,1.8845,1.1417,0.2624,1.4112,0.4848,-0.1267,0.2511,0.6781,-0.0985,0.0155,0.9413,0.21,0.3327,0.9662,-0.0182,-0.024,0.3339,1.5371,0.7827,1.1288,1.5565,1.295,-0.0179,-0.0853,1.0732,-0.1208,1.0986,0.7348,1.2587,0.6222,1.364,0.166,0.0592,1.1491,1.4136,2.2462,0.7607,0.7433,0.3258,0.052,0.8993,0.0112,-0.0712,-0.1212,0.0802,-0.1945,-0.1982,-0.1309,0.359,-0.0217,0.8302,0.1186,0.8861,Control
Utah__C09,-0.0269,0.2482,0.7443,0.0878,0.3928,0.9439,-0.0343,-0.0708,-0.1503,0.2207,-0.0455,-0.0911,0.9402,0.2148,0.2096,-0.0899,1.7951,0.4088,1.1321,2.7043,0.9407,1.2396,0.022,0.2239,-0.1313,-0.1231,-0.01,0.7481,1.4874,0.3963,-0.1102,-0.0822,0.7586,2.264,2.2182,1.5161,1.9606,2.515,2.0426,0.4637,0.3264,1.0745,0.1549,-0.081,0.1095,0.5115,0.0861,-0.0528,2.6639,0.4091,-0.0776,-0.0161,0.0721,-0.096,1.0037,-0.0557,1.3559,1.1689,1.2637,1.1446,2.0143,1.0607,0.2592,1.2637,0.3637,-0.0104,0.1133,0.5262,0.0055,0.0611,0.8458,0.1271,0.3237,0.8996,0.0095,0.004,0.4361,1.5655,0.7133,0.8494,1.859,0.9805,0.0928,0.0103,0.9242,-0.102,1.2028,0.622,1.1175,0.5471,1.1302,0.1198,-0.0846,1.1105,1.4381,2.057,0.7353,0.7462,0.2227,0.0545,0.7694,-0.0463,-0.063,-0.109,0.0786,-0.1228,-0.2226,-0.1333,0.2633,-0.0405,0.6537,0.1413,0.8216,Control
Utah__C10,-0.0457,0.2734,0.9718,0.0305,0.5172,0.8676,-0.0475,-0.0476,-0.0749,0.3654,-0.0511,0.0594,1.0072,0.2048,0.3011,-0.0436,1.7965,0.41,0.98,2.7999,1.0571,1.2523,0.0248,0.3036,-0.1584,-0.1245,0.0133,0.8118,1.5314,0.3309,-0.0874,-0.0759,0.7617,2.1023,1.9458,1.6883,1.7524,2.5598,2.358,0.3285,0.3828,1.1284,0.1219,-0.1516,0.0416,0.5055,-0.0286,0.0773,2.7692,0.589,-0.0093,0.0354,-0.0607,-0.0616,1.1421,0.0731,1.519,1.2759,1.3937,1.3112,2.1015,1.0398,0.2235,1.2567,0.3635,0.051,0.11,0.4866,-0.0229,0.0666,0.9744,0.1143,0.2065,0.895,-0.098,-0.0531,0.3326,1.6002,0.7896,0.8102,1.757,0.8729,0.0176,0.0361,0.9986,-0.0798,1.0975,0.5756,1.5337,0.5495,1.1635,0.0931,-0.0326,1.2633,1.3679,2.796,0.6573,0.8337,0.4215,0.0023,0.877,-0.0113,0.0151,-0.0903,0.1023,-0.0544,-0.1437,-0.0724,0.3283,-0.0096,0.7821,0.1413,0.8316,BRCACancer
Utah__C11,-0.0676,0.4038,1.0456,0.0431,0.4825,1.383,0.0991,-0.088,-0.1954,0.2143,0.0194,-0.0806,1.0238,0.2078,0.2391,-0.0814,1.7453,0.6199,1.5143,2.9297,1.0209,1.6242,0.1125,0.242,-0.0765,-0.0384,0.0368,0.8007,1.4085,0.6189,-0.0688,-0.0886,0.9893,2.2316,2.532,1.9911,2.1315,2.5394,2.3171,0.5695,0.5221,1.0679,0.1159,-0.0386,0.1851,0.793,0.0104,0.002,2.4181,0.6494,-0.0367,-0.0418,-0.0225,-0.1027,1.1762,-0.0955,1.6934,1.2004,1.27,1.258,1.9033,1.0752,0.4322,1.551,0.5801,-0.1691,0.2776,0.7819,-0.0313,0.1087,1.0455,0.2377,0.369,1.2383,-0.0474,-0.0819,0.4923,1.7965,0.7866,1.3109,1.6973,1.2825,0.0195,-0.0581,1.2968,-0.0379,1.112,0.6702,1.3299,0.7696,1.434,0.1371,-0.0336,1.4829,1.5167,2.0701,0.8605,0.8327,0.5338,0.1029,1.0158,-0.0307,0.0355,-0.1769,0.0483,-0.1914,-0.1145,-0.0621,0.5192,-0.0397,0.7428,0.1156,1.0109,Control
Utah__C12,-0.0663,0.2047,1.2369,1e-04,0.3045,0.8369,0.0991,-0.0319,-0.0295,0.3124,-0.1154,-0.0531,0.5781,0.2111,0.1639,-0.046,1.1651,0.2838,0.9559,2.646,0.6817,0.9018,0.0492,0.1295,-0.2132,-0.1193,0.0115,0.5605,0.9214,0.3113,-0.0788,-0.1693,0.4597,1.7107,1.8043,1.3458,2.0163,2.2697,1.4135,0.2682,0.3132,0.8373,0.0822,-0.1473,0.1339,0.4978,-0.0368,0.0143,1.885,0.4126,-0.0622,-0.0189,0.0302,-0.0371,0.9891,-0.1188,1.1507,0.7596,0.978,0.8622,1.3512,0.6171,0.2172,1.1264,0.3757,-0.0088,0.1127,0.523,0.0345,-0.0028,0.5165,0.0727,0.3637,0.7431,0.025,-0.0557,0.4485,1.5015,0.5636,0.7287,1.5346,0.7864,-0.0142,-0.0581,0.8834,-0.0579,1.0496,0.7198,0.6854,0.4336,0.9138,0.0519,0.0295,1.4392,1.1114,2.1552,0.5429,0.4674,0.6067,0.0435,0.9818,0.0206,0.0075,-0.0664,0.0942,-0.1212,-0.103,-0.0636,0.4561,-0.0021,0.3905,0.1233,0.5595,BRCACancer
Utah__D01,-0.069,0.5381,0.4361,0.0554,0.8659,1.1881,-0.0944,-0.0651,-0.4464,0.219,0.0044,-0.158,1.4599,0.1055,0.3944,-0.0881,1.9058,0.8835,1.51,3.4263,1.4006,1.506,-0.0428,0.1867,-0.0458,-0.0639,0.0149,0.8009,1.142,0.7153,-0.1209,-0.1905,0.6988,2.6481,2.0495,1.3992,2.6604,2.193,2.4371,0.8845,0.8001,1.548,0.2132,-0.15,0.1321,1.2989,-9e-04,-0.0133,2.3622,0.6651,-0.1567,-0.0291,0.0019,-0.1273,0.743,-0.0581,1.7425,1.312,1.1977,1.1323,1.3371,1.3663,0.0861,1.4351,0.7172,-0.2521,0.8469,1.743,-0.1646,-0.1493,0.6732,0.1745,0.5346,1.068,-0.1013,0.0405,0.7285,1.2375,1.4285,2.3088,1.611,1.3601,-0.122,0.0277,0.8057,-0.0144,0.7562,0.2767,1.423,0.4183,1.1839,0.2587,-0.0422,1.0371,1.6163,2.071,0.7711,0.747,0.1151,-0.0683,0.7392,-0.0457,-0.0539,-0.1268,0.0473,-0.0769,-0.2541,-0.1025,-0.0213,-0.0485,0.7496,0.1409,1.4819,BRCACancer
Utah__D02,0.0131,0.2212,1.4544,0.0667,0.5227,0.9443,-0.0969,-0.077,-0.043,0.295,-0.054,-0.0421,0.9389,0.1714,0.2793,-0.0917,1.6829,0.5462,1.2891,3.0117,0.9661,1.3454,0.0236,0.1723,-0.1723,-0.1141,0.0221,0.7648,1.4105,0.4938,-0.0851,-0.0833,0.7242,2.4175,2.0997,1.4593,2.1727,2.3585,1.7988,0.4378,0.4641,1.076,0.1125,-0.0585,0.1966,0.6011,0.0432,0.0298,2.3535,0.5472,-0.0358,-0.0151,0.0808,-0.1306,1.2003,-0.0656,1.6384,1.1682,1.7062,1.1777,1.9303,0.9756,0.2798,1.1922,0.5599,-0.0322,0.1696,0.7261,-0.005,0.1096,0.8224,0.2124,0.3212,0.8714,0.0037,-0.0926,0.4669,1.6499,0.7693,0.8746,1.6638,1.0743,0.1205,0.0538,1.1007,-0.0683,1.1231,0.9935,1.0295,0.7018,1.1685,0.1503,-0.0141,1.5852,1.4641,2.3716,0.8045,0.7355,0.4962,0.006,0.8965,0.0025,0.0277,-0.0639,0.1008,-0.1185,-0.1467,0.0452,0.4082,-0.0894,0.6374,0.1858,0.883,BRCACancer
Utah__D03,-0.021,0.1773,1.103,0.0494,0.4615,1.0822,0.0748,-0.0358,-0.067,0.1927,-0.1895,-0.05,0.9818,0.2492,0.2753,-0.0478,1.6806,0.5624,1.3257,3.3302,0.9476,1.2996,0.0102,0.1983,-0.061,-0.062,-0.0183,0.8218,1.3357,0.4083,-0.0873,-0.1281,0.5998,2.5126,2.4148,1.7075,2.4395,2.7225,1.5886,0.4121,0.2942,0.8868,0.1,-0.1346,0.021,0.5914,-0.0186,0.0022,2.6102,0.6421,-0.0502,0.0539,0.0246,-0.075,1.2722,-0.0399,1.615,1.0319,1.2071,1.1437,1.8491,0.7997,0.1827,1.2135,0.4416,-0.0458,0.1075,0.7203,-0.0945,0.1084,0.7358,0.1674,0.3024,0.8441,0.0054,0.044,0.391,1.6679,0.7347,0.9973,1.7538,0.9948,0.0111,-0.0114,0.9925,-0.0855,1.1813,0.8981,0.6692,0.6103,1.1568,0.1631,-0.0472,1.7694,1.4623,2.1162,0.7586,0.636,0.8607,-0.0614,0.9709,-0.0242,-0.0423,-0.1011,0.1475,-0.0732,-0.1236,-0.1988,0.3847,-0.0208,0.6342,0.1137,0.8321,BRCACancer
Utah__D04,-0.0316,0.2512,1.0177,0.0255,0.4841,1.0996,-0.0526,-0.0734,0.1155,0.3063,-0.0275,-0.0953,1.118,0.1739,0.3026,-0.07,1.7992,0.6655,1.3425,3.5042,1.0469,1.3234,-0.0647,0.2854,-0.1664,-0.0983,0.0167,0.7817,1.4221,0.4751,-0.1019,-0.0924,1.0576,2.1542,2.1903,2.1036,2.3039,2.5594,1.8641,0.5161,0.5125,1.0076,0.0884,-0.0914,0.154,0.7231,-0.1441,-0.006,2.7495,0.8583,-0.134,0.001,0.0199,-0.0799,1.2683,-0.0802,1.7334,1.2443,1.2969,1.1996,1.7452,1.105,0.2835,1.3193,0.5126,-0.163,0.2686,0.7613,-0.0708,-0.0159,0.8251,0.1294,0.3735,1.0809,-0.0605,-0.0466,0.3948,1.7207,0.8224,1.135,1.8367,1.2425,-0.0458,-0.0088,1.0072,-0.06,1.0923,0.7755,1.0229,0.7255,1.273,0.1528,-0.0193,1.4842,1.3121,2.5122,0.7661,0.7451,0.4315,0.0417,0.9317,-0.0051,0.0753,-0.085,0.0506,-0.1761,-0.1238,0.0153,0.3475,-0.0697,0.6663,0.096,0.9329,BRCACancer
Utah__D05,-0.0762,0.1695,1.2184,-0.0202,0.5402,0.8478,0.1175,-0.0324,-0.1965,0.2084,-0.1336,0.0607,1.1405,0.2551,0.3905,-0.0511,1.9456,0.5778,1.3626,3.664,1.0476,1.5731,0.039,0.3078,-0.1304,-0.1522,0.0823,0.9716,1.6191,0.4063,-0.0993,-0.1858,1.0427,2.431,2.3827,1.8333,2.0159,2.7627,1.797,0.4876,0.3469,0.8401,0.149,-0.1711,0.0858,0.5537,0.0078,0.0631,3.0706,0.6853,-0.0211,0.1108,0.0711,-0.0371,1.4388,-0.0367,1.7544,1.1472,1.4346,1.2299,1.8837,0.9971,0.1559,1.0528,0.3662,-0.098,0.0823,0.6208,-0.124,0.0024,0.8178,0.1284,0.241,1.0657,-0.0617,0.0309,0.5829,1.5772,0.8323,1.0196,2.0061,1.1301,-0.0516,-0.0042,1.1175,-0.0643,1.1519,0.652,1.0669,0.7274,1.2709,0.0917,0.0564,1.6155,1.4256,2.4487,0.7915,0.7206,0.5828,0.2176,0.9718,0.0107,-0.0116,-0.1078,0.0905,-0.0943,-0.1719,0.0196,0.2859,0.0301,0.8248,0.0692,1.0237,BRCACancer
Utah__D06,-0.0675,0.3885,0.8897,0.0383,0.5946,1.3143,-0.0168,-0.0566,-0.1367,0.1588,0.0535,-0.1164,1.1802,0.1738,0.3339,-0.088,1.9107,0.6928,1.5201,3.118,1.0694,1.6243,0.0335,0.2762,-0.1867,-0.0922,0.0065,1.0282,1.5508,0.6299,-0.1096,-0.1782,0.9221,2.5106,2.3329,1.8332,2.3216,2.4537,2.2927,0.5926,0.5745,1.2158,0.1564,-0.1363,0.2364,0.7383,0.0063,0.0135,2.6996,0.8001,-0.0897,0.0027,0.0445,-0.1138,1.3459,-0.0999,1.6649,1.2669,1.3722,1.3096,1.9011,1.1845,0.3207,1.5016,0.5841,-0.2698,0.251,0.7479,-0.0996,-0.0312,0.9679,0.1686,0.4074,1.1363,-0.036,-0.052,0.5398,1.7064,0.8417,1.208,1.879,1.311,0.0344,0.0569,1.2172,-0.0226,1.163,0.6785,1.2389,0.7931,1.3881,0.2502,-0.0181,1.2911,1.6485,2.5346,0.8477,0.8579,0.5034,0.1227,0.8596,-0.0245,0.02,-0.1021,0.0925,-0.1518,-0.1717,-0.0849,0.4134,-0.0386,0.7899,0.1315,1.1326,BRCACancer
Utah__D07,-0.0412,0.3271,1.322,0.0139,0.5573,1.2063,-0.051,-0.0603,-0.0791,0.1785,-0.0707,-0.0232,1.086,0.1037,0.2785,-0.0772,1.8203,0.5654,1.7455,3.0657,1.0426,1.6978,0.0163,0.2344,-0.0475,-0.0764,0.0244,0.9278,1.5341,0.5046,-0.0626,-0.1578,1.0569,2.2811,2.4097,1.9651,2.2845,2.6944,2.1524,0.4787,0.5201,0.8899,0.1548,-0.1147,0.1837,0.6353,0.0163,0.0376,2.7436,0.7065,9e-04,8e-04,0.003,-0.0792,1.3607,-0.055,1.6143,1.2295,1.3325,1.3201,1.8587,1.1748,0.2915,1.2344,0.4691,-0.0426,0.1306,0.654,-0.0477,0.038,0.9362,0.2205,0.3539,1.1852,-0.009,-0.0622,0.3448,1.7716,0.7717,0.9881,1.7276,1.2128,-0.0279,-0.016,1.4175,-0.0148,1.1913,0.6883,1.0785,0.7342,1.4182,0.1435,0.039,1.5998,1.5216,2.8159,0.8236,0.772,0.3925,0.1406,0.9114,-0.0331,0.0119,-0.0812,0.005,-0.028,-0.1588,-0.0966,0.3899,0.0499,0.772,0.1462,0.932,Control
Utah__D08,-0.0766,0.3129,0.8853,0.0417,0.3608,1.0407,0.1147,-0.0343,-0.0411,0.2425,-0.1241,-0.0615,0.8422,0.1377,0.2177,-0.0675,1.5527,0.3537,1.0679,3.019,0.8047,1.156,0.0261,0.0912,-0.3072,-0.0497,-0.0763,0.6369,1.2562,0.3484,-0.123,-0.1533,0.604,1.9355,1.9072,1.4158,1.9791,2.3621,1.9236,0.3999,0.3557,0.8833,0.1556,-0.0761,0.1763,0.4973,0.0399,-0.0467,2.4905,0.5573,-0.0425,0.0609,0.1266,-0.0679,1.1985,-0.0446,1.3843,0.9784,1.1655,0.915,1.5985,0.9885,0.1395,1.1834,0.3429,-0.0226,0.1167,0.5412,-0.0472,-0.0535,0.6966,0.129,0.2815,0.8173,-0.093,0.0118,0.506,1.4001,0.6873,0.8168,1.5804,0.9559,-0.0404,0.0839,0.8915,-0.0178,1.0525,0.5282,0.98,0.4854,0.995,0.0998,-0.0668,1.2268,1.2506,2.5849,0.6632,0.68,0.3782,-0.0291,0.7912,0.0153,-0.0481,-0.1114,0.0307,-0.1105,-0.0979,-0.1755,0.2928,-0.018,0.5444,0.1377,0.7707,Control
Utah__D09,-0.0506,0.3171,0.7918,0.0225,0.4491,1.0532,0.149,-0.0705,-0.122,0.3118,-0.0287,-0.1935,1.0392,0.2483,0.2872,-0.0891,1.7313,0.4931,1.2691,2.9105,0.9942,1.3426,0.1543,0.234,-0.2095,-0.1102,0.026,0.8176,1.4218,0.504,-0.1023,-0.1607,0.9711,2.1923,2.0933,1.5245,1.8801,2.4048,2.1205,0.4309,0.4484,1.0401,0.1769,-0.1502,0.204,0.5692,-0.0345,-0.0103,2.6414,0.7637,-0.1634,0.0634,-0.0072,-0.1533,1.128,-0.069,1.5633,1.1492,1.2703,1.2235,1.7435,1.0877,0.2419,1.3985,0.4195,-0.1124,0.1647,0.63,-0.0707,0.0057,0.8912,0.185,0.3715,0.9501,-0.1072,0.0012,0.4366,1.5847,0.7865,0.8807,1.9117,1.1499,0.0242,-0.0443,1.019,-0.0766,1.1176,0.6151,1.0912,0.6113,1.2262,0.1258,0.0219,1.236,1.4575,2.3685,0.7325,0.7721,0.3735,-0.0205,0.8533,-0.0216,-0.0927,-0.1179,0.1268,-0.0213,-0.1252,-0.2633,0.2983,-0.008,0.7367,0.1125,0.8898,Control
Utah__D10,-0.0835,0.2764,1.1404,0.0442,0.3402,1.278,0.0326,-0.0467,-0.1799,0.2365,-0.1649,-0.2486,0.9761,0.0556,0.1619,-0.0826,1.466,0.489,0.7982,2.9162,0.7799,1.0112,0.0219,0.0956,-0.0797,-0.0793,0.0043,0.6949,1.3183,0.4815,-0.0787,-0.134,0.7403,1.8903,1.8866,1.6166,2.0026,2.4024,1.4734,0.3098,0.5318,0.9414,0.1215,-0.0931,0.1602,0.5505,-0.0229,0.0479,2.5891,1.0028,-0.11,-0.0212,0.0429,-0.1126,1.03,-0.0459,1.6941,1.0523,1.1901,0.9133,1.6299,0.8371,0.1692,1.0367,0.4244,0.1059,0.192,0.6447,-0.031,-0.0567,0.7199,0.1735,0.37,0.8786,-0.0348,-0.0346,0.2536,1.5823,0.7406,0.8349,1.3944,1.1154,-0.0653,-0.0698,0.9851,-0.0363,1.0293,1.0407,0.9638,0.4876,1.1678,0.0825,0.0153,1.1999,1.4467,2.1123,0.6872,0.5895,0.3347,0.1182,0.827,-0.0179,-0.0359,-0.0747,0.0235,-0.1234,-0.1199,-0.0982,0.2547,-0.007,0.5549,0.1273,0.6282,Control
Utah__D11,0.0194,0.1831,0.9498,0.0122,0.113,0.7846,0.1135,-0.0637,-0.2726,0.2248,-0.098,-0.2366,0.3811,0.0428,-0.0072,-0.0711,1.0124,0.1261,0.5532,1.8006,0.4465,0.5793,0.1762,-0.0384,-0.3829,-0.0172,-0.1135,0.3095,0.6931,0.3552,-0.1007,-0.2271,0.2564,1.1198,1.0138,0.7299,1.3903,1.4273,1.1567,0.2933,0.2641,0.6489,-0.0232,-0.0529,0.0811,0.537,0.259,-0.2616,1.3076,0.1396,-0.0492,-0.2173,0.0816,-0.1538,0.7425,-0.1137,0.782,0.5499,0.727,0.4713,0.8644,0.567,0.0325,0.8235,0.1642,-0.1184,0.1759,0.4751,-0.1609,-0.176,0.3915,0.0822,0.1954,0.3795,0.0137,-0.0647,0.3206,1.0213,0.5858,0.5796,1.0343,0.6137,-0.1682,-0.0244,0.3518,-0.0758,0.8524,0.4007,0.4469,0.2386,0.5236,0.1407,-0.0777,1.0154,0.7294,1.8539,0.4367,0.3568,0.3907,-0.0734,0.7553,-0.0388,-0.0183,-0.0813,0.1496,-0.0422,-0.0787,-0.3535,0.1984,-0.0121,0.2616,0.2623,0.4032,Control
Utah__D12,0.0187,0.181,0.5854,0.0642,0.3006,0.9941,-0.0182,-0.0886,-0.1656,0.3136,0.0244,-0.026,0.661,0.0598,0.1504,-0.0893,1.3625,0.5213,1.0342,3.0765,0.6961,1.0603,0.0324,0.1526,-0.0149,0.0328,-0.0579,0.5925,1.031,0.4579,-0.0595,-0.1951,0.6168,1.9429,1.7255,1.796,1.998,2.4678,1.5989,0.4155,0.4713,0.585,0.0539,-0.0027,0.2027,0.6246,0.0208,-0.0137,2.3691,0.7349,-0.078,0.0163,0.0013,-0.1213,0.871,-0.0026,1.4443,0.8528,0.9729,0.9195,1.2766,0.7392,0.2376,1.1346,0.3578,-0.0985,0.1842,0.5707,-0.0218,-0.0434,0.5903,0.1353,0.4046,0.879,0.0119,-0.0374,0.3008,1.618,0.5897,0.7837,1.3394,1.0568,0.0476,0.0314,0.8781,0.0097,0.9644,0.5858,0.4718,0.6014,1.144,0.1451,-3e-04,0.9877,1.1491,2.1556,0.622,0.5793,0.2154,-0.0749,0.7532,-0.0348,0.0673,-0.0537,0.0583,-0.0164,-0.1487,-0.0288,0.2523,-0.0515,0.4552,0.1213,0.5519,Control
Utah__E01,-0.0337,0.2753,0.2711,0.0376,0.3739,1.0553,-0.0488,-0.0376,0.0131,0.1213,-0.1375,-0.1386,0.8535,0.0346,0.2068,-0.062,1.6875,0.4442,1.2142,3.4969,0.8215,1.2636,0.0474,0.139,-0.0179,-0.0559,-0.0967,0.6756,1.477,0.3412,-0.0472,-0.1555,0.7954,2.3429,2.3235,1.4862,2.1983,2.6593,2.0408,0.4294,0.2142,0.9389,0.0382,-0.0981,0.0362,0.502,0.081,0.0131,2.8081,0.4404,-0.1173,0.0607,0.0202,-0.0971,0.802,-0.1242,1.6022,0.9402,0.9622,1.0586,1.563,1.0359,0.1238,1.2313,0.3422,0.1142,0.107,0.5621,-0.0751,-0.0535,0.7371,0.0386,0.2474,0.9445,-0.0728,-0.0326,0.2605,1.63,0.713,0.8247,1.8234,0.9704,-0.053,-0.0176,1.0045,-0.1239,1.023,0.1632,0.6492,0.5038,1.1896,0.0083,0.0215,0.7096,1.4798,2.8116,0.7256,0.665,0.047,0.0109,0.528,-0.0678,-0.0094,-0.1222,0.0055,-0.0616,-0.0517,-0.0512,-0.0646,0.0152,0.5101,0.0365,0.7054,BRCACancer
Utah__E02,-0.1231,0.3915,1.1494,0.0351,0.6332,1.019,0.0062,-0.0431,-0.1555,0.2427,-0.1406,-0.08,1.2616,0.0373,0.2869,-0.0498,1.9834,0.4817,0.9692,2.4837,1.0911,1.4129,0.0878,0.1792,0.0131,-0.0072,0.129,0.8292,1.6396,0.5388,-0.0826,-0.121,0.8511,2.2762,2.21,1.4742,2.1189,2.2651,2.4591,0.4541,0.5078,1.4737,0.2662,-0.1857,0.1526,0.6653,-0.1019,0.0377,2.4039,0.6674,-0.1195,0.0387,-0.0054,-0.0867,1.4037,-0.0999,1.4944,1.4524,1.4471,1.4099,2.0246,1.2778,0.3225,1.3656,0.4721,-0.1353,0.262,0.6854,-0.0578,0.0741,1.1194,0.2135,0.3547,1.0011,-0.0386,-0.0323,0.4711,1.7082,0.8978,1.1011,1.502,1.1431,-0.0285,-0.0196,1.1445,-0.0908,1.0574,0.754,1.485,0.7077,1.3054,0.0892,0,1.5243,1.669,2.6567,0.8002,0.9429,0.4891,0.2436,1.023,-0.0011,0.0299,-0.104,-0.0455,-0.1599,-0.1267,-0.1287,0.3995,-0.104,0.9188,0.0921,0.9921,Control
Utah__E03,-0.0386,0.4048,1.2878,0.0369,0.4472,0.9175,-0.065,-0.0687,-0.0892,0.2745,-0.0448,-0.0334,1.0077,0.0474,0.2707,-0.0557,1.6365,0.5643,1.3561,3.21,0.8897,1.5747,0.0048,0.2414,-0.0416,-0.1065,0.0144,0.7787,1.5513,0.4632,-0.0811,0.0028,1.069,2.2475,2.4061,1.8114,1.9536,2.8011,2.0273,0.3513,0.4883,0.9852,0.0859,-0.0963,0.1282,0.5266,-0.0121,0.0621,2.9158,1.0223,-0.0117,0.0684,0.0067,-0.1453,1.2609,-0.0351,1.8731,1.1103,1.2329,1.2334,1.8498,0.9588,0.3846,1.3873,0.4944,-0.0203,0.1971,0.6427,-0.0098,0.0702,0.8858,0.1963,0.3656,1.1509,0.0144,-0.0993,0.4061,1.7308,0.6697,0.8861,1.5936,1.2249,0.0341,0.0566,1.2987,-0.0656,1.1988,0.7178,1.0929,0.8126,1.4575,0.1228,0.0039,1.4676,1.4209,2.2997,0.7941,0.7212,0.6448,0.0193,1.0005,-0.0085,0.0186,-0.0724,0.0897,-0.1508,-0.1688,0.0786,0.3926,-0.0125,0.6955,0.0994,0.7108,Control
Utah__E04,-0.0442,0.4698,1.1353,0.0231,0.5285,1.4848,0.0369,-0.0656,-0.0867,0.3579,-0.0238,-0.0199,1.1795,0.1162,0.2814,-0.0793,1.8787,0.4904,1.6988,2.9697,1.1186,1.7901,0.1002,0.3696,0.0194,-0.0328,0.0534,0.9458,1.4749,0.5231,-0.0742,-0.0281,0.9317,2.4654,2.2732,2.0918,2.1342,2.6088,2.6101,0.4361,0.5153,1.2383,0.2474,-0.126,0.2525,0.6201,0.0348,0.1652,2.6382,0.8952,-0.0229,0.0393,0.051,-0.0886,1.3272,-0.0019,1.4905,1.3251,1.4475,1.5026,1.7095,1.1632,0.4152,1.7514,0.4446,0.041,0.2354,0.6497,-0.0121,0.1078,1.2007,0.218,0.3234,1.2861,-0.0181,-0.0517,0.547,1.744,0.7701,0.9794,1.8375,1.2398,-0.0377,0.0351,1.3762,-0.0571,1.1667,1.016,1.3806,0.6893,1.4646,0.1888,-0.0542,1.5386,1.5084,2.9881,0.7691,0.851,0.8045,0.2017,1.1046,0.0171,0.0544,-0.0883,0.0813,-0.1724,-0.0543,-0.1111,0.4892,-0.0199,0.8796,0.1441,1.0057,Control
