@relation data

@attribute id string
@attribute 4208 numeric
@attribute 3725 numeric
@attribute 4205 numeric
@attribute 2002 numeric
@attribute 54106 numeric
@attribute 9450 numeric
@attribute 4615 numeric
@attribute 6416 numeric
@attribute 3929 numeric
@attribute 8737 numeric
@attribute 1386 numeric
@attribute 10333 numeric
@attribute 9252 numeric
@attribute 4214 numeric
@attribute 23643 numeric
@attribute 3551 numeric
@attribute 6885 numeric
@attribute 1385 numeric
@attribute 5648 numeric
@attribute 735 numeric
@attribute 929 numeric
@attribute 9641 numeric
@attribute 4791 numeric
@attribute 8411 numeric
@attribute 4790 numeric
@attribute 4793 numeric
@attribute 731 numeric
@attribute 4792 numeric
@attribute 730 numeric
@attribute 733 numeric
@attribute 732 numeric
@attribute 7100 numeric
@attribute 114609 numeric
@attribute 1432 numeric
@attribute 5970 numeric
@attribute 28908 numeric
@attribute 7189 numeric
@attribute 729 numeric
@attribute 11035 numeric
@attribute 727 numeric
@attribute 23118 numeric
@attribute 51295 numeric
@attribute 1849 numeric
@attribute 1848 numeric
@attribute 629 numeric
@attribute 1845 numeric
@attribute 1846 numeric
@attribute 64145 numeric
@attribute 717 numeric
@attribute 716 numeric
@attribute 718 numeric
@attribute 713 numeric
@attribute 712 numeric
@attribute 715 numeric
@attribute 714 numeric
@attribute 51284 numeric
@attribute 10747 numeric
@attribute 51311 numeric
@attribute 148022 numeric
@attribute 1147 numeric
@attribute 257397 numeric
@attribute 59307 numeric
@attribute 4153 numeric
@attribute 51135 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5600 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 30849 numeric
@attribute 5604 numeric
@attribute 5609 numeric
@attribute 5608 numeric
@attribute 7314 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5594 numeric
@attribute 6195 numeric
@attribute 7867 numeric
@attribute 3661 numeric
@attribute 8517 numeric
@attribute 5599 numeric
@attribute 81793 numeric
@attribute 9261 numeric
@attribute 28378 numeric
@attribute 5516 numeric
@attribute 5515 numeric
@attribute 5518 numeric
@attribute 5289 numeric
@attribute 353376 numeric
@attribute 5519 numeric
@attribute 3654 numeric
@attribute 11213 numeric
@attribute 29110 numeric
@attribute 466 numeric
@attribute 7098 numeric
@attribute 5528 numeric
@attribute 1675 numeric
@attribute 7099 numeric
@attribute 10454 numeric
@attribute 4064 numeric
@attribute 7096 numeric
@attribute 2353 numeric
@attribute 7097 numeric
@attribute 3665 numeric
@attribute Class {Control,BRCACancer}

@data
B09,1.0196,0.8029,1.2017,0.1412,0.2407,0.2862,1.1501,0.8406,-0.054,1.1683,1.319,1.4112,0.9168,2.6368,0.3441,1.0191,1.2557,1.4345,-0.0251,-0.0805,0.6148,0.5273,0.7197,0.6017,1.3963,0.6436,-0.0144,2.012,-0.1285,0.1038,-0.0141,0.089,0.2677,1.3351,1.0746,-0.0384,0.6653,-0.1178,0.5404,0.1682,1.9616,0.162,0.6341,0.5376,0.0696,0.6572,-0.0455,0.7128,0.1371,-0.036,0.0065,0.1834,-0.0526,0.0769,-0.129,0.2458,0.0163,0.8235,0.2314,0.9438,1.1172,0.6171,-0.3154,1.3959,0.8686,-0.0231,-0.0968,0.3163,0.6986,0.6189,0.7209,0.4622,0.6246,0.6032,0.0856,1.727,0.6103,0.3705,1.8255,0.6669,0.9332,0.5532,0.1039,1.0942,0.1977,0.925,0.0418,0.4587,1.3917,0.9781,1.1283,0.3232,0.7966,0.4246,1.7438,1.0603,0.6153,0.1053,0.6723,0.4333,1.2899,0.1757,0.5214,1.0519,1.357,1.3195,0.1086,Control
B10,0.8288,0.8277,0.8956,0.1651,0.2891,0.3211,1.5148,0.5586,-0.064,1.2365,1.5029,1.5563,0.5319,2.5141,0.2959,0.9582,1.2484,1.5664,0.0202,-0.101,1.2125,0.433,0.59,0.5713,1.488,0.5045,-0.0115,1.5794,-0.0658,0.1636,0.0318,0.2639,0.1718,1.3763,0.9463,0.0137,0.6547,-0.0433,0.4016,0.118,1.7964,0.1011,0.7832,1.1497,0.0731,0.6677,-0.0735,0.6968,0.1558,-0.0181,-0.086,0.1091,-0.0592,-0.0037,-0.1657,0.1305,0.0037,1.2185,0.3075,1.0406,0.973,0.5989,-0.2299,1.366,0.9729,-0.0554,-0.0692,0.1761,0.5039,0.7594,0.6102,0.3403,0.4213,0.3894,0.1302,1.5017,0.6316,0.2383,1.7394,0.774,1.037,0.4288,0.1701,0.9202,0.2452,0.8549,-0.139,0.6131,1.5729,1.0456,0.9529,0.3826,0.7291,0.3903,1.7659,1.0835,0.8556,0.0997,0.7626,0.7835,1.7199,0.1033,0.7428,1.5784,1.762,1.4252,0.1564,Control
B11,0.6971,0.9367,0.8651,0.2253,0.247,0.5457,1.7252,0.5536,-0.0597,1.1771,1.2841,1.6021,0.5827,2.092,0.6457,0.8689,1.1064,1.4935,-0.0497,-0.0823,2.12,0.629,0.8401,0.7113,1.3382,0.825,-0.0259,1.9276,-0.1388,0.238,-0.0801,0.5094,0.3071,1.35,1.2114,0.1035,0.69,-0.106,0.7652,0.2182,1.422,0.244,1.3307,1.5768,0.0552,1.2506,-0.0904,0.6268,0.1802,0.0097,0.137,0.2305,0.1943,0.062,-0.0751,0.5448,-0.0562,2.2269,0.6665,1.2072,1.1572,0.6699,-0.0834,1.3481,0.96,0.015,-0.0522,0.3957,0.759,0.7444,0.5357,0.376,0.4453,0.4745,0.0903,1.558,0.9134,0.4532,1.6375,0.8229,1.1811,0.47,0.1673,0.9405,0.4912,0.8262,-0.2953,0.8086,1.5697,1.0275,0.9308,0.4924,0.7415,0.4206,1.7147,1.1989,1.1084,0.2016,0.9184,1.3509,2.566,0.204,1.5661,2.0197,2.0348,1.7626,0.2937,Control
B12,0.7332,0.4094,1.0179,0.1298,0.2197,0.1357,1.1653,0.4809,-0.1713,0.7665,1.1807,1.1014,0.5605,2.5645,0.3376,1.0292,1.0496,1.2122,-0.0638,-0.0431,0.763,0.6427,0.6012,0.3611,1.2842,0.3406,-0.0229,1.5991,-0.1578,0.2445,-0.0347,0.0439,0.1142,1.113,0.777,-0.1258,0.5564,-0.0758,0.3024,0.0491,1.731,0.0495,0.2946,0.6504,0.0607,0.5516,-0.0398,0.6122,0.0556,-0.0373,-0.0935,-0.0222,-0.0552,0.049,0.0548,-0.0048,0.0899,0.5941,0.224,0.5564,0.8883,0.4531,-0.2214,0.9902,0.6759,-0.0057,-0.1087,0.2992,0.5235,0.4803,0.613,0.2893,0.3131,0.3528,0.074,1.3388,0.4982,0.1848,1.4211,0.5307,0.7643,0.5175,0.0214,0.7469,0.0432,0.8296,0.0456,0.2503,1.0209,0.7638,0.6594,0.1687,0.5889,0.2813,1.3783,0.7359,0.3847,-0.0046,0.4836,0.5532,0.8779,0.0614,0.2857,0.9948,0.998,1.4078,0.1041,Control
C01,1.01,1.2058,1.1769,0.3028,0.3616,0.5979,1.8466,0.6277,-0.1984,1.3942,1.4373,1.6048,0.6386,2.2111,0.8136,1.1534,1.2559,1.6227,-0.0336,-0.0898,2.1796,0.8489,1.1118,0.7726,1.4466,1.0392,0.032,1.9287,-0.13,0.2314,0.0269,0.5487,0.5734,1.4476,1.4302,0.3096,0.8126,-0.1148,1.0661,0.3185,1.4636,0.2874,1.2701,2.0292,0.063,1.3263,-0.1335,0.8615,0.2219,-0.0835,0.133,0.3875,0.173,0.0458,0.0838,0.6677,-0.0426,1.926,0.6328,1.38,1.2148,0.9132,-0.2056,1.7841,0.9902,0.0114,-0.0058,0.5529,0.9687,0.7852,0.7845,0.6366,0.5762,0.3542,0.1335,1.6252,1.0379,0.5618,1.903,1.0105,1.4998,0.7545,0.3961,1.167,0.6329,1.1356,0.009,0.7174,1.5829,1.348,1.0434,0.5233,0.8729,0.782,2.1196,1.3153,1.1459,0.1571,1.0062,1.6022,2.5149,0.3085,1.3652,1.9439,1.5999,1.9876,0.4278,BRCACancer
C02,0.7336,1.0213,0.6527,0.4252,0.345,0.5401,1.6794,0.4751,-0.1547,1.3934,1.441,1.6074,0.5512,1.9153,0.8137,1.0308,1.2553,1.6381,-0.0296,-0.0768,2.2475,0.8786,1.0656,0.6407,1.3945,1.0675,-0.0234,2.0466,-0.1093,0.3158,-0.0311,0.4716,0.3915,1.1796,1.5139,0.2264,0.7302,-0.0781,0.8568,0.2461,1.4342,0.2584,1.3797,1.667,0.0799,1.1502,0.0138,0.8958,0.1958,-0.1201,0.0019,0.1229,0.1514,0.0575,-1e-04,0.5368,-0.0166,1.6017,0.6139,1.2322,1.1465,1.0707,-0.2893,1.6107,1.0013,0.0668,0.1277,0.5078,0.8616,0.8654,0.5194,0.6791,0.3462,0.5746,0.1241,1.5747,1.072,0.5152,1.6208,1.0832,1.3948,0.8253,0.4638,0.9944,0.9262,0.9434,-0.0508,0.6319,1.6166,1.3977,0.8743,0.4088,0.7238,0.7062,1.2679,1.2847,1.1652,0.3128,1.1563,1.5788,2.3698,0.2225,1.9433,2.0182,1.4708,1.5529,0.4244,BRCACancer
C03,0.7258,1.1628,0.8636,0.4809,0.3054,0.3693,1.928,0.6092,-0.174,1.5355,1.5388,1.4117,0.5661,2.027,0.7098,1.1489,1.3089,1.6651,-0.0571,-0.081,2.1639,0.9835,1.2288,0.725,1.3917,1.2166,-0.0049,2.1791,-0.1058,0.1931,-0.0137,0.4831,0.4689,1.3531,1.6895,0.1754,0.9752,-0.0499,1.1582,0.237,1.4849,0.4091,1.4151,1.8485,0.152,1.2215,0.084,0.9552,0.4117,-0.1383,0.1778,0.4424,0.342,0.0465,0.083,0.3794,0.0716,1.7339,0.6491,1.376,1.3497,1.4041,-0.2051,1.8662,1.0868,0.0173,0.1151,0.6919,0.9484,0.9047,0.6452,0.8146,0.3827,0.6565,0.1377,1.6109,1.1353,0.6534,1.816,1.1488,1.4698,1.0087,0.5578,1.2159,0.547,1.1593,-0.2798,0.7647,1.6499,1.5257,0.9953,0.5109,0.9301,0.8422,1.5485,1.341,1.4076,0.4182,1.1505,1.5417,2.3733,0.3132,1.5216,1.9771,1.192,1.8112,0.5432,BRCACancer
C04,0.4163,0.627,0.5403,0.3524,0.1283,0.2559,1.454,0.4237,-0.1958,0.6827,0.9331,0.6565,0.2574,1.1877,0.5298,0.6082,0.7431,0.853,-0.0405,0.0106,1.8969,0.4598,0.7735,0.3671,0.9029,0.7129,0.015,2.1606,-0.2171,0.2646,-0.034,0.0901,0.2017,0.6519,1.2122,0.1124,0.572,-0.0403,0.6414,0.1979,0.9879,0.21,0.8068,1.1332,-0.0147,0.9667,0.0882,0.4318,0.0936,-0.0489,0.0126,0.0848,-0.1105,0.1117,-0.0827,0.1881,-0.0096,1.5907,0.4411,0.7702,0.9525,0.8036,-0.1829,0.985,0.6028,0.0094,0.1095,0.3579,0.7873,0.4058,0.4421,0.518,0.2371,0.5339,0.0527,1.1806,0.963,0.2623,1.4351,0.7381,0.965,0.6261,0.3576,0.6903,0.0538,0.7667,0.4113,0.3558,1.0992,1.0751,0.6343,0.1937,0.5598,0.5496,1.1466,0.822,0.7597,0.0134,0.6745,1.221,1.9305,0.11,0.4712,0.7627,1.9992,0.7409,0.3184,Control
C05,0.3592,0.5237,0.5566,0.4092,0.2599,0.3358,1.6564,0.3626,-0.0267,0.8304,1.123,0.9432,0.3061,1.5495,0.5001,0.6748,0.7841,1.1885,-0.0207,-0.0483,2.0828,0.5408,0.7221,0.3625,1.0868,0.7123,0.0351,1.6711,-0.1878,0.2724,0.0165,0.2342,0.1363,0.7781,1.1245,0.1218,0.7609,-0.0857,0.6165,0.1103,1.0109,0.1933,0.9603,1.635,0.0088,0.8571,0.0663,0.5484,0.1645,-0.0035,0.0288,0.1617,0.0342,0.1002,0.023,0.0263,-0.1136,1.589,0.3786,0.8165,0.8141,0.8372,-0.1613,0.9799,0.6798,-0.0011,0.0748,0.2775,0.6457,0.5259,0.3541,0.4643,0.1362,0.59,0.0514,1.0666,0.8555,0.2757,1.4746,0.9079,1.1523,0.6176,0.1361,0.6604,0.3584,0.6777,0.0532,0.3911,1.3492,1.0944,0.5513,0.2597,0.5196,0.5547,1.0837,0.8987,0.7356,0.0098,0.8718,1.6634,2.4275,0.0821,0.781,1.49,1.2255,0.8182,0.3655,BRCACancer
C06,-0.0348,0.2088,0.2449,0.0742,0.1627,0.049,0.5573,0.0703,-0.1075,0.2507,0.4239,0.2767,0.0898,0.1716,0.3226,0.306,0.1958,0.2594,0.0228,0.0653,0.4097,0.1225,0.3409,-0.1163,0.4197,0.455,0.1865,0.8758,-0.1774,0.2638,-0.0014,-0.0693,0.0256,0.2166,0.5461,-0.0432,0.1881,-0.1393,0.0547,0.037,0.3441,0.0262,0.1199,-0.1323,-0.0024,0.233,-0.0835,0.2975,0.061,0.0583,-0.141,0.0268,-0.0791,0.0449,-0.0057,-0.141,0.0362,0.4745,0.2435,0.1994,0.2931,0.2735,0.0312,0.0223,0.1852,-0.0352,-0.0863,0.1565,0.5213,0.094,0.1726,0.1938,0.0769,0.5601,0.0322,0.2922,0.3,0.2236,0.6234,0.3739,0.3319,0.3462,0.0047,0.113,-0.1913,0.4448,0.1376,0.14,0.4525,0.4446,0.2402,-0.0592,0.1399,0.2444,0.201,0.3345,-0.0062,-0.0491,0.2958,0.4198,0.2135,0.0273,-0.1278,0.1804,0.6383,0.057,0.0338,Control
C07,0.4969,0.8671,0.5654,0.3463,0.2349,0.404,1.6238,0.4129,-0.0621,1.1256,1.3377,1.1689,0.3248,1.4465,0.6372,0.7485,1.0627,1.3346,-0.0046,-0.1,1.98,0.5886,0.7827,0.3857,1.1322,0.7325,0.0218,1.6617,-0.1268,0.3088,-0.0198,0.3446,0.1419,0.915,1.1737,0.1682,0.6198,-0.083,0.5857,0.1139,1.0849,0.2342,0.8408,1.1584,0.0493,0.8095,0.007,0.6893,0.1132,-0.0315,-0.0437,0.1004,0.0797,0.0095,6e-04,0.2142,-0.0076,1.3752,0.3853,0.9891,0.9639,0.899,-0.1493,1.192,0.828,0.0244,0.0812,0.291,0.6453,0.7122,0.354,0.4426,0.3431,0.3414,0.0562,1.3248,0.7808,0.3211,1.5948,0.865,1.0954,0.5495,0.2164,0.7965,0.3106,0.7894,0.04,0.4612,1.5067,1.1649,0.6444,0.2258,0.5967,0.5583,1.1092,1.0542,1.1257,0.3603,0.9015,1.1775,2.151,0.1,0.9573,1.4128,1.1155,0.9093,0.2316,Control
C08,0.5444,0.7816,0.6758,0.3466,0.28,0.4483,1.5576,0.4405,-0.1191,1.2783,1.3185,1.3147,0.5458,1.6799,0.6761,0.8332,1.1016,1.5226,-0.02,-0.0671,2.011,0.7057,0.9677,0.6774,1.256,0.9232,0.0273,1.9071,-0.1441,0.2079,-0.0411,0.3963,0.3588,1.0007,1.3756,0.129,0.7965,-0.0615,0.7716,0.2657,1.2913,0.2948,1.2731,1.5354,0.0354,1.0812,0.0592,0.7461,0.2496,-0.0319,0.257,0.2469,0.2918,0.0971,0.086,0.4028,-0.0986,1.8862,0.5183,1.2106,1.1796,0.9307,-0.1761,1.5738,0.9491,0.0603,0.0155,0.3765,0.82,0.7521,0.4706,0.5577,0.3219,0.6607,0.0918,1.5351,0.9573,0.4742,1.5956,0.8782,1.2387,0.627,0.3589,1.0421,0.5621,0.7817,0.0334,0.6719,1.5193,1.3447,0.892,0.2707,0.8017,0.6586,1.2958,1.2752,1.2075,0.2488,1.0625,1.4805,2.3852,0.1475,1.4297,1.7608,1.525,1.0216,0.2996,Control
C09,0.3741,1.1077,0.542,0.3166,0.1416,0.3037,1.7421,0.3929,-0.1729,1.2052,1.3541,1.202,0.3095,1.6612,0.5612,0.8068,1.0478,1.3704,-0.0456,-0.0421,1.9031,0.6134,0.9318,0.3989,1.2046,0.903,0.0212,1.9508,-0.1702,0.3323,-0.0422,0.319,0.2014,0.9402,1.2505,0.2354,0.7283,-0.1189,0.6367,0.1389,1.1444,0.2068,1.2347,1.8127,0.0195,0.9677,0.097,0.6242,0.1069,0.0022,0.0333,0.2877,0.1382,0.0389,0.0406,0.2927,-0.0572,1.4818,0.5335,0.9552,0.9095,0.7991,-0.143,1.1361,0.7278,0.0114,0.0611,0.3748,0.6912,0.6569,0.4155,0.4723,0.1908,0.3844,0.0469,1.2381,0.8657,0.3616,1.4942,0.8696,1.2072,0.574,0.3083,0.7566,0.4482,0.7945,-0.0423,0.4604,1.4539,1.248,0.6047,0.2876,0.5416,0.5854,1.0332,0.91,0.9049,0.261,0.9565,1.1362,2.187,0.1102,1.2929,1.8517,2.3714,1.0238,0.3015,Control
C10,0.575,0.8688,0.5381,0.3069,0.2423,0.377,1.854,0.3497,-0.1638,1.2282,1.4615,1.2731,0.2566,1.6806,0.6511,0.818,1.0863,1.4817,-0.0367,-0.0208,2.3825,0.7034,0.9574,0.3915,1.3224,0.8001,0.0203,2.0133,-0.0892,0.2137,-0.0059,0.4197,0.2015,1.0072,1.1881,0.145,0.7269,-0.051,0.4992,0.1418,1.2732,0.237,1.3331,1.7381,0.0445,0.9503,0.0622,0.6797,0.1718,-0.0484,0.0907,0.1482,0.1283,-0.0029,-0.0792,0.1856,-0.0071,1.5676,0.5127,0.8554,1.0182,0.8726,-0.0427,1.016,0.9083,-0.0177,0.0666,0.3093,0.8478,0.7748,0.3739,0.4423,0.1747,0.5376,0.1069,1.1063,0.8389,0.4442,1.5345,1.0362,1.5225,0.5712,0.2489,0.6258,0.4666,0.8084,0.0447,0.4227,1.5185,1.1424,0.6187,0.3545,0.5008,0.5435,1.099,0.9335,0.9391,0.1872,1.0709,1.1953,2.2555,0.127,1.3437,1.7764,1.2297,1.265,0.4009,BRCACancer
C11,0.4968,1.0244,0.6991,0.4279,0.1981,0.3577,1.7298,0.527,-0.0306,1.312,1.3137,1.1768,0.5475,1.649,0.6608,0.8794,1.0891,1.3856,-0.0552,-0.0661,2.1026,0.7045,1.0252,0.631,1.2128,1.0112,-0.0811,1.9656,-0.1301,0.2873,-0.0249,0.2806,0.5198,1.0238,1.54,0.1548,0.7842,-0.1062,0.7914,0.2623,1.2922,0.3808,1.091,1.7417,0.0303,1.0989,-1e-04,0.7073,0.1662,-0.0305,0.0861,0.1429,-0.0127,0.0503,-0.1437,0.5835,-0.0543,1.6703,0.6542,1.2111,1.2703,1.1082,-0.1134,1.5139,0.8953,-0.0152,0.1087,0.4616,0.9087,0.6949,0.5591,0.6527,0.3513,0.4201,0.052,1.5074,1.0236,0.5404,1.6696,0.9912,1.1901,0.7112,0.4745,0.9952,0.4572,0.8622,0.18,0.6743,1.3955,1.3651,0.903,0.2627,0.7944,0.8192,1.3358,1.244,1.0872,0.0901,1.0473,1.3923,2.3113,0.2491,1.1623,1.3681,1.6072,1.1743,0.4448,Control
C12,0.4918,0.7746,0.4999,0.2377,0.17,0.1677,1.2655,0.2592,-0.0587,0.7467,0.9477,0.6642,0.2738,1.3098,0.37,0.5436,0.6967,0.8762,-0.0555,-0.0275,1.5049,0.448,0.859,0.2672,0.9106,0.7327,-0.0098,1.43,-0.1172,0.2677,0.0261,0.0714,0.0985,0.5781,1.1171,0.127,0.5151,-0.0802,0.3496,0.0464,1.039,0.2158,0.7135,1.4616,0.0944,0.7759,0.2038,0.4171,-0.0154,-0.0082,-0.0506,0.0395,0.0732,0.0091,-0.0208,0.1616,-0.0926,1.043,0.4412,0.6521,0.7678,0.7926,-0.1207,0.7451,0.5702,-0.0176,-0.0028,0.3217,0.6259,0.4492,0.2591,0.4257,0.1513,0.3749,0.0329,0.8868,0.8239,0.3101,1.3945,0.6165,0.9342,0.4912,0.1853,0.6168,0.7767,0.6468,-0.1766,0.4599,1.025,1.0167,0.4794,0.083,0.4474,0.473,0.5757,0.7353,0.555,0.0533,0.7166,0.879,1.1718,0.1262,0.904,0.7172,0.859,0.6673,0.2628,BRCACancer
D01,0.9581,0.4669,1.455,0.1698,0.3821,0.4925,1.3116,0.7175,-0.0082,1.2063,1.2774,1.4415,0.8289,2.8384,0.489,1.2389,1.2508,1.4964,-0.0864,-0.0988,1.5006,0.6906,0.8514,0.5975,1.5194,0.5823,-0.0838,1.6585,-0.1802,0.2148,-0.0261,0.3013,0.3129,1.4599,1.1972,0.0108,0.7399,-0.1345,0.7749,0.3018,1.6685,0.2232,0.6523,1.2389,0.0684,0.6676,-0.0888,0.7474,0.0545,-0.0248,-0.0545,0.0328,-0.012,0.022,-0.0122,0.1383,0.0619,1.2205,0.2996,0.9929,1.1274,0.7729,-0.1483,1.3961,0.9155,-0.0687,-0.1493,0.3833,0.7076,0.6242,0.8608,0.4892,0.6664,0.3068,0.1299,1.7446,0.7443,0.2703,1.6488,0.74,0.9379,0.7544,0.1003,1.122,0.3854,0.9567,-0.0321,0.4912,1.253,0.9462,1.0776,0.2366,0.9344,0.4767,1.8768,0.9699,0.8495,0.0636,0.7271,0.8635,1.7644,0.2857,0.8003,1.1115,0.6698,2.2644,0.1201,BRCACancer
D02,0.8109,0.9624,0.6454,0.4119,0.2651,0.4185,1.4544,0.4042,-0.1404,1.1146,1.256,1.2856,0.4881,1.9983,0.452,0.7864,1.017,1.5057,-0.0696,-0.067,1.9851,0.5701,1.0621,0.3879,1.2262,0.8284,-0.029,1.815,-0.1062,0.2477,-0.0436,0.194,0.3323,0.9389,1.3901,0.1966,0.7075,-0.0494,0.6262,0.1656,1.2717,0.2714,1.189,1.9075,0.0052,0.8855,0.1891,0.5784,-0.0038,-0.0058,0.1031,0.1147,-0.0521,0.0354,-0.1928,0.3742,-0.0929,1.554,0.5787,0.988,1.1263,0.7385,-0.1271,1.1338,0.7872,-0.0335,0.1096,0.408,0.753,0.6498,0.4283,0.5559,0.1542,0.4286,0.0613,1.3625,0.9003,0.4084,1.6835,0.8611,1.1785,0.595,0.3492,0.7685,1.1558,0.9339,-0.1999,0.5506,1.284,1.2514,0.716,0.2592,0.6663,0.6554,0.8923,0.9563,0.9981,0.0852,0.9599,1.3565,2.1036,0.2302,2.1656,1.4094,1.1621,1.124,0.3952,BRCACancer
D03,0.7648,0.8717,0.617,0.2744,0.2027,0.3724,1.8598,0.3351,-0.1029,0.9005,1.2118,1.1471,0.3314,1.8914,0.3937,0.7981,0.8994,1.2644,-0.0542,-0.0353,1.9264,0.6192,0.8919,0.3095,1.1064,0.648,0.0074,1.6905,-0.1495,0.2382,0.0122,0.2151,0.1889,0.9818,1.2135,0.2301,0.54,-0.0775,0.6236,0.0572,1.1815,0.1769,1.1556,1.9014,0.0919,0.9257,0.0493,0.444,0.141,0.0135,0.034,0.0648,-0.0336,-0.0303,-0.0428,0.2509,0.0271,1.3277,0.4208,0.8458,0.8743,0.7829,-0.1352,1.0474,0.6793,-0.0028,0.1084,0.3551,0.8311,0.5686,0.4051,0.5124,0.157,0.3827,0.0728,1.3043,0.8992,0.3513,1.6203,0.8376,1.1604,0.5735,0.2892,0.6701,0.7433,0.8504,0.0423,0.3921,1.2873,1.1167,0.6478,0.2183,0.5619,0.5848,1.1577,0.8992,0.8412,0.1118,0.8252,1.1744,2.171,0.1073,1.557,1.3244,0.9675,1.1235,0.2981,BRCACancer
D04,0.6461,0.7839,0.713,0.3893,0.2354,0.4846,1.8525,0.4267,-0.1339,1.0554,1.2864,1.527,0.5275,2.105,0.706,0.8771,1.0274,1.4072,-0.0662,-0.067,2.3471,0.6761,1.1249,0.4906,1.2679,0.8424,-0.0749,1.9562,-0.1736,0.2589,0.0069,0.4277,0.3829,1.118,1.3126,0.0024,0.7401,-0.0992,0.7378,0.2092,1.4032,0.2327,1.2643,2.1457,-0.0332,1.2472,0.1713,0.5618,0.1272,-0.079,-0.0173,0.1145,-0.0652,0.0773,0.0382,0.3654,-0.0547,1.9283,0.6191,1.0847,1.0462,0.7841,-0.044,1.3937,0.7607,-0.0569,-0.0159,0.3882,0.8162,0.671,0.5809,0.5565,0.3416,0.2991,0.0503,1.4833,0.9744,0.4448,1.6468,0.9399,1.2664,0.6232,0.1826,0.8421,0.4461,0.8091,0.1105,0.6391,1.4159,1.1543,0.8132,0.2866,0.659,0.6881,1.5726,1.0155,1.0484,0.0508,1.0034,1.2775,2.7356,0.1912,1.2287,1.9162,1.1336,1.834,0.4288,BRCACancer
D05,0.6105,0.7343,0.5808,0.2821,0.3173,0.5246,2.0103,0.3779,-0.1041,1.1657,1.3982,1.4554,0.2935,1.7769,0.7057,0.9033,0.9923,1.433,-0.011,-0.0793,2.6512,0.6707,0.9297,0.4297,1.2268,0.819,0.0226,2.2088,-0.0864,0.2945,0.0129,0.4872,0.2477,1.1405,1.2803,0.0918,0.6742,-0.0509,0.7568,0.1291,1.22,0.1789,1.3771,1.9358,0.1041,1.2044,0.0528,0.7001,0.2531,-0.0665,-0.0128,0.4782,0.279,0.026,0.2216,0.3389,0.0144,2.0552,0.4588,1.0729,1.0252,0.792,-0.0913,1.3243,0.8253,0.0409,0.0024,0.3742,0.773,0.7063,0.4972,0.4615,0.2154,0.3449,0.1211,1.3433,0.8024,0.3983,1.6712,1.0758,1.3336,0.5635,0.3583,0.7677,0.1322,0.9586,-0.0406,0.5179,1.5658,1.2106,0.7162,0.3905,0.5901,0.5987,1.5778,1.1217,1.0203,0.3573,0.988,1.5856,2.6618,0.1671,1.1597,1.8379,1.6508,1.955,0.3133,BRCACancer
D06,0.722,0.9524,0.7094,0.4043,0.2654,0.5284,1.6801,0.4884,-0.1304,1.3382,1.4737,1.5142,0.5497,2.0012,0.6664,1.0072,1.162,1.548,0.0142,-0.0818,2.321,0.7735,1.0334,0.5739,1.4003,0.8923,-0.0524,2.0942,-0.1515,0.2203,-0.0437,0.4086,0.5345,1.1802,1.4453,0.1834,0.8039,-0.0935,0.9633,0.2754,1.4639,0.2516,1.3736,1.9926,0.0868,1.1985,0.0419,0.7392,0.1112,-0.0339,0.0317,0.0667,0.0727,0.1028,0.0116,0.4345,-0.0188,1.8287,0.6126,1.2995,1.1727,0.9374,-0.0795,1.6288,1.0005,-0.0275,-0.0312,0.4335,0.8266,0.8465,0.6032,0.6575,0.4131,0.347,0.0955,1.5828,1.0468,0.5335,1.6859,1.0079,1.2825,0.6731,0.4046,1.1422,0.8521,0.9199,0.0393,0.6912,1.5506,1.3565,0.8743,0.4016,0.8835,0.7343,1.3834,1.2541,1.2566,0.2284,1.1561,1.5649,2.5013,0.2955,1.766,1.9035,1.5242,1.7872,0.3665,BRCACancer
D07,0.6607,0.8773,0.5995,0.2881,0.2597,0.4501,1.6096,0.4185,-0.0858,1.2966,1.4133,1.2232,0.4186,1.6996,0.5325,0.8912,1.1023,1.4719,-0.0438,-0.0541,2.4718,0.7367,1.0453,0.4734,1.1684,0.915,-0.0194,2.0057,-0.1023,0.2457,-0.0348,0.3236,0.3306,1.086,1.4693,0.2134,0.7757,-0.1055,0.8095,0.2639,1.1995,0.253,1.1354,1.8902,0.0982,1.1623,0.1207,0.6624,0.2049,0.0011,0.1257,0.1811,0.0671,0.0467,-0.0853,0.3325,-0.0293,1.7239,0.5194,1.1738,1.1702,1.048,-0.0748,1.4943,0.8557,-0.0017,0.038,0.4509,0.8359,0.788,0.5068,0.5912,0.2836,0.2387,0.0354,1.4686,0.9191,0.5579,1.6863,1.0322,1.2052,0.667,0.4931,1.0331,0.4182,0.9746,0.1492,0.6429,1.5212,1.3626,0.8963,0.2564,0.7011,0.7237,1.1977,1.2285,1.0841,0.201,1.0518,1.4908,2.4123,0.2084,0.8401,1.6972,1.6696,1.1981,0.3849,Control
